,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,BWH,BWD,BWA,H_ELO,A_ELO,IDX
548,2014-04-19,Borussia Dortmund,1. FSV Mainz 05,4,2,0,1.36,5.0,7.5,1.34,5.6,7.0,2673,2349,548
549,2014-04-19,SC Freiburg,Borussia Mönchengladbach,4,2,0,3.2,3.4,2.2,2.95,3.5,2.25,2412,2534,549
550,2014-04-19,Hamburger SV,VfL Wolfsburg,1,3,2,2.9,3.5,2.3,2.8,3.6,2.3,2307,2471,550
551,2014-04-19,Werder Bremen,TSG 1899 Hoffenheim,3,1,0,2.8,3.6,2.3,2.95,3.6,2.2,2332,2525,551
552,2014-04-20,1. FC Nürnberg,Bayer Leverkusen,1,4,2,3.75,3.6,1.91,3.9,3.6,1.87,2291,2555,552
553,2014-04-20,VfB Stuttgart,FC Schalke 04,3,1,0,2.63,3.5,2.5,2.8,3.5,2.3,2358,2461,553
554,2014-04-25,Hannover 96,VfB Stuttgart,0,0,1,2.7,3.4,2.5,2.6,3.5,2.5,2380,2333,554
555,2014-04-26,VfL Wolfsburg,SC Freiburg,2,2,1,1.44,4.75,6.0,1.45,4.75,5.75,2504,2414,555
556,2014-04-26,1. FSV Mainz 05,1. FC Nürnberg,2,0,0,1.62,4.0,5.25,1.62,4.0,5.0,2428,2196,556
557,2014-04-26,Bayer Leverkusen,Borussia Dortmund,2,2,1,3.0,3.5,2.25,2.9,3.6,2.25,2513,2610,557
558,2014-04-26,Bayern München,Werder Bremen,5,2,0,1.2,7.0,11.0,1.22,7.0,9.5,2795,2492,558
559,2014-04-26,TSG 1899 Hoffenheim,Eintracht Frankfurt,0,0,1,1.91,3.75,3.6,1.9,3.7,3.7,2407,2531,559
560,2014-04-27,FC Augsburg,Hamburger SV,3,1,0,1.85,3.6,4.0,1.85,3.7,3.9,2432,2340,560
561,2014-04-27,FC Schalke 04,Borussia Mönchengladbach,0,1,2,2.0,3.6,3.5,1.91,3.7,3.6,2527,2534,561
562,2014-05-03,Borussia Dortmund,TSG 1899 Hoffenheim,3,2,0,1.36,5.5,7.0,1.36,5.5,6.5,2684,2525,562
563,2014-05-03,Eintracht Frankfurt,Bayer Leverkusen,0,2,2,4.2,4.0,1.75,4.2,3.8,1.75,2362,2555,563
564,2014-05-03,SC Freiburg,FC Schalke 04,0,2,2,3.6,3.6,1.95,3.5,3.7,1.95,2389,2461,564
565,2014-05-03,Hamburger SV,Bayern München,1,4,2,7.0,5.25,1.36,6.5,5.5,1.36,2298,2726,565
566,2014-05-03,Borussia Mönchengladbach,1. FSV Mainz 05,3,1,0,1.85,3.8,3.8,1.87,3.75,3.7,2476,2349,566
567,2014-05-03,1. FC Nürnberg,Hannover 96,0,2,2,2.1,3.6,3.25,1.95,3.7,3.5,2271,2211,567
568,2014-05-03,VfB Stuttgart,VfL Wolfsburg,1,2,2,2.7,3.6,2.4,2.65,3.6,2.4,2348,2471,568
569,2014-05-03,Werder Bremen,Hertha BSC,2,0,0,2.63,3.5,2.5,2.6,3.5,2.5,2342,2390,569
570,2014-05-10,FC Schalke 04,1. FC Nürnberg,4,1,0,1.29,5.5,9.5,1.3,6.0,7.5,2513,2196,570
571,2014-05-10,VfL Wolfsburg,Borussia Mönchengladbach,3,1,0,1.83,4.0,3.75,1.83,4.0,3.6,2520,2534,571
572,2014-05-10,FC Augsburg,Eintracht Frankfurt,2,1,0,1.53,4.33,5.5,1.5,4.75,5.25,2421,2531,572
573,2014-05-10,Bayern München,VfB Stuttgart,1,0,0,1.2,7.0,11.0,1.19,7.75,9.75,2812,2333,573
574,2014-05-10,Hannover 96,SC Freiburg,3,2,0,2.0,3.6,3.5,1.91,3.8,3.5,2399,2414,574
575,2014-05-10,Hertha BSC,Borussia Dortmund,0,4,2,5.25,4.5,1.53,5.25,4.6,1.5,2365,2610,575
576,2014-05-10,1. FSV Mainz 05,Hamburger SV,3,2,0,1.83,4.0,3.75,1.8,4.25,3.6,2416,2340,576
577,2014-05-10,Bayer Leverkusen,Werder Bremen,2,1,0,1.25,6.5,9.0,1.25,6.75,8.5,2518,2492,577
578,2014-08-22,Bayern München,VfL Wolfsburg,2,1,0,1.25,6.0,10.0,1.26,5.75,10.0,2809,2471,578
579,2014-08-23,TSG 1899 Hoffenheim,FC Augsburg,2,0,0,1.91,3.6,3.8,1.95,3.5,3.7,2428,2335,579
580,2014-08-23,Hertha BSC,Werder Bremen,2,2,1,1.95,3.5,3.75,1.95,3.6,3.6,2356,2492,580
581,2014-08-23,Hannover 96,FC Schalke 04,2,1,0,2.9,3.5,2.3,2.85,3.5,2.3,2414,2461,581
582,2014-08-23,1. FC Köln,Hamburger SV,0,0,1,2.0,3.5,3.6,2.05,3.5,3.4,2381,2340,582
583,2014-08-23,Eintracht Frankfurt,SC Freiburg,1,0,0,2.05,3.4,3.6,2.05,3.4,3.5,2378,2414,583
584,2014-08-23,Borussia Dortmund,Bayer Leverkusen,0,2,2,1.57,4.33,5.0,1.62,4.0,5.0,2655,2555,584
585,2014-08-24,Borussia Mönchengladbach,VfB Stuttgart,1,1,1,1.95,3.5,3.75,1.95,3.5,3.7,2470,2333,585
586,2014-08-24,SC Paderborn 07,1. FSV Mainz 05,2,2,1,3.1,3.4,2.25,2.85,3.4,2.35,2325,2349,586
587,2014-08-29,FC Augsburg,Borussia Dortmund,2,3,2,4.5,3.75,1.73,4.75,3.9,1.72,2414,2610,587
588,2014-08-30,VfL Wolfsburg,Eintracht Frankfurt,2,2,1,1.57,4.33,5.0,1.67,3.7,5.0,2511,2531,588
589,2014-08-30,Werder Bremen,TSG 1899 Hoffenheim,1,1,1,3.2,3.5,2.15,3.1,3.4,2.2,2352,2525,589
590,2014-08-30,VfB Stuttgart,1. FC Köln,0,2,2,2.0,3.5,3.6,2.0,3.4,3.6,2315,2289,590
591,2014-08-30,Hamburger SV,SC Paderborn 07,0,3,2,1.67,3.8,5.0,1.78,3.5,4.5,2281,2263,591
592,2014-08-30,Bayer Leverkusen,Hertha BSC,4,2,0,1.44,4.5,6.5,1.45,4.25,6.75,2541,2390,592
593,2014-08-30,FC Schalke 04,Bayern München,1,1,1,6.0,4.75,1.44,5.75,4.5,1.48,2489,2726,593
594,2014-08-31,SC Freiburg,Borussia Mönchengladbach,0,0,1,2.88,3.4,2.38,2.85,3.5,2.3,2382,2534,594
595,2014-08-31,1. FSV Mainz 05,Hannover 96,0,0,1,2.2,3.3,3.3,2.2,3.4,3.1,2427,2211,595
596,2014-09-12,Bayer Leverkusen,Werder Bremen,3,3,1,1.3,5.5,9.0,1.4,5.25,7.5,2530,2492,596
597,2014-09-13,Bayern München,VfB Stuttgart,2,0,0,1.17,7.5,15.0,1.19,7.25,16.5,2816,2333,597
598,2014-09-13,Borussia Dortmund,SC Freiburg,3,1,0,1.25,6.0,10.0,1.26,6.5,10.5,2670,2414,598
599,2014-09-13,Hertha BSC,1. FSV Mainz 05,1,3,2,2.25,3.3,3.2,2.35,3.4,3.1,2343,2349,599
600,2014-09-13,TSG 1899 Hoffenheim,VfL Wolfsburg,1,1,1,2.4,3.5,2.75,2.5,3.5,2.8,2442,2471,600
601,2014-09-13,Borussia Mönchengladbach,FC Schalke 04,4,1,0,2.4,3.4,2.8,2.5,3.4,2.85,2486,2461,601
602,2014-09-13,SC Paderborn 07,1. FC Köln,0,0,1,2.9,3.2,2.45,2.9,3.25,2.6,2342,2289,602
603,2014-09-14,Eintracht Frankfurt,FC Augsburg,0,1,2,2.25,3.3,3.2,2.3,3.5,3.1,2372,2335,603
604,2014-09-14,Hannover 96,Hamburger SV,2,0,0,2.2,3.4,3.2,2.25,3.5,3.2,2404,2340,604
605,2014-09-19,SC Freiburg,Hertha BSC,2,2,1,2.5,3.3,2.8,2.6,3.2,2.95,2382,2390,605
606,2014-09-20,FC Augsburg,Werder Bremen,4,2,0,1.91,3.6,3.8,1.95,3.5,4.1,2418,2492,606
607,2014-09-20,Hamburger SV,Bayern München,0,0,1,10.0,6.0,1.25,9.75,5.5,1.33,2287,2726,607
608,2014-09-20,1. FSV Mainz 05,Borussia Dortmund,2,0,0,5.0,4.33,1.57,5.5,4.2,1.65,2450,2610,608
609,2014-09-20,SC Paderborn 07,Hannover 96,2,0,0,2.8,3.25,2.5,2.8,3.4,2.6,2340,2211,609
610,2014-09-20,FC Schalke 04,Eintracht Frankfurt,2,2,1,1.73,3.8,4.5,1.8,3.7,4.6,2505,2531,610
611,2014-09-20,VfB Stuttgart,TSG 1899 Hoffenheim,0,2,2,2.5,3.4,2.7,2.65,3.25,2.8,2311,2525,611
612,2014-09-21,1. FC Köln,Borussia Mönchengladbach,0,0,1,2.75,3.3,2.5,2.8,3.2,2.7,2374,2534,612
613,2014-09-21,VfL Wolfsburg,Bayer Leverkusen,4,1,0,2.8,3.5,2.4,2.85,3.3,2.6,2513,2555,613
614,2014-09-23,Bayern München,SC Paderborn 07,4,0,0,1.11,9.0,21.0,1.15,7.5,15.0,2812,2263,614
615,2014-09-23,Eintracht Frankfurt,1. FSV Mainz 05,2,2,1,2.38,3.3,2.9,2.45,3.3,2.8,2382,2349,615
616,2014-09-23,TSG 1899 Hoffenheim,SC Freiburg,3,3,1,1.62,4.0,5.25,1.7,3.5,5.0,2440,2414,616
617,2014-09-23,Werder Bremen,FC Schalke 04,0,3,2,2.8,3.4,2.4,2.8,3.4,2.4,2323,2461,617
618,2014-09-24,Bayer Leverkusen,FC Augsburg,1,0,0,1.57,4.2,5.25,1.55,4.33,5.25,2517,2335,618
619,2014-09-24,Hertha BSC,VfL Wolfsburg,1,0,0,3.0,3.5,2.25,2.95,3.3,2.35,2351,2471,619
620,2014-09-24,Borussia Mönchengladbach,Hamburger SV,1,0,0,1.65,4.0,4.75,1.7,3.75,4.75,2498,2340,620
621,2014-09-24,Borussia Dortmund,VfB Stuttgart,2,2,1,1.36,5.0,7.5,1.35,5.0,7.75,2624,2333,621
622,2014-09-24,Hannover 96,1. FC Köln,1,0,0,2.15,3.4,3.25,2.25,3.2,3.2,2401,2289,622
623,2014-09-26,1. FSV Mainz 05,TSG 1899 Hoffenheim,0,0,1,2.4,3.4,2.8,2.45,3.3,2.75,2451,2525,623
624,2014-09-27,1. FC Köln,Bayern München,0,2,2,7.5,5.0,1.36,7.75,4.75,1.38,2362,2726,624
625,2014-09-27,SC Freiburg,Bayer Leverkusen,0,0,1,4.2,3.75,1.8,4.4,3.5,1.8,2385,2555,625
626,2014-09-27,SC Paderborn 07,Borussia Mönchengladbach,1,2,2,3.3,3.5,2.1,3.4,3.3,2.1,2339,2534,626
627,2014-09-27,FC Schalke 04,Borussia Dortmund,2,1,0,3.4,3.6,2.05,3.6,3.3,2.05,2513,2610,627
628,2014-09-27,VfB Stuttgart,Hannover 96,1,0,0,1.95,3.5,3.6,2.1,3.25,3.5,2315,2211,628
629,2014-09-27,VfL Wolfsburg,Werder Bremen,2,1,0,1.5,4.33,6.0,1.55,4.0,5.75,2524,2492,629
630,2014-09-28,Hamburger SV,Eintracht Frankfurt,1,2,2,2.05,3.5,3.4,2.2,3.25,3.25,2297,2531,630
631,2014-09-28,FC Augsburg,Hertha BSC,1,0,0,2.05,3.5,3.4,2.05,3.3,3.6,2418,2390,631
632,2014-10-03,Hertha BSC,VfB Stuttgart,3,2,0,2.25,3.4,3.1,2.4,3.3,2.85,2352,2333,632
633,2014-10-04,Bayern München,Hannover 96,4,0,0,1.13,8.5,17.0,1.15,7.25,15.5,2819,2211,633
634,2014-10-04,Borussia Dortmund,Hamburger SV,0,1,2,1.33,5.25,8.0,1.36,5.0,7.25,2592,2340,634
635,2014-10-04,Eintracht Frankfurt,1. FC Köln,3,2,0,2.3,3.2,3.2,2.3,3.3,3.0,2376,2289,635
636,2014-10-04,TSG 1899 Hoffenheim,FC Schalke 04,2,1,0,2.3,3.6,2.88,2.35,3.3,2.95,2449,2461,636
637,2014-10-04,Bayer Leverkusen,SC Paderborn 07,2,2,1,1.33,5.25,8.0,1.34,5.5,7.25,2515,2263,637
638,2014-10-04,Werder Bremen,SC Freiburg,1,1,1,2.38,3.4,2.88,2.35,3.3,2.95,2322,2414,638
639,2014-10-05,VfL Wolfsburg,FC Augsburg,1,0,0,1.7,3.8,4.75,1.75,3.6,4.5,2533,2335,639
640,2014-10-05,Borussia Mönchengladbach,1. FSV Mainz 05,1,1,1,1.85,3.6,4.0,1.91,3.4,4.0,2512,2349,640
641,2014-10-18,Bayern München,Werder Bremen,6,0,0,1.1,11.0,17.0,1.11,9.25,17.0,2833,2492,641
642,2014-10-18,1. FC Köln,Borussia Dortmund,2,1,0,5.0,4.0,1.62,5.0,3.8,1.65,2390,2610,642
643,2014-10-18,SC Freiburg,VfL Wolfsburg,1,2,2,3.5,3.5,2.0,3.5,3.4,2.05,2365,2471,643
644,2014-10-18,Hannover 96,Borussia Mönchengladbach,0,3,2,3.1,3.4,2.25,2.95,3.25,2.35,2399,2534,644
645,2014-10-18,1. FSV Mainz 05,FC Augsburg,2,1,0,2.3,3.4,3.0,2.4,3.2,2.95,2447,2335,645
646,2014-10-18,FC Schalke 04,Hertha BSC,2,0,0,1.67,3.8,5.0,1.78,3.6,4.33,2516,2390,646
647,2014-10-18,VfB Stuttgart,Bayer Leverkusen,3,3,1,3.4,3.5,2.05,3.4,3.3,2.1,2334,2555,647
648,2014-10-19,Hamburger SV,TSG 1899 Hoffenheim,1,1,1,2.4,3.4,2.8,2.55,3.2,2.75,2287,2525,648
649,2014-10-19,SC Paderborn 07,Eintracht Frankfurt,3,1,0,2.5,3.4,2.7,2.6,3.2,2.7,2348,2531,649
650,2014-10-24,Werder Bremen,1. FC Köln,0,1,2,2.55,3.4,2.63,2.65,3.2,2.65,2320,2289,650
651,2014-10-25,Borussia Dortmund,Hannover 96,0,1,2,1.22,6.5,11.0,1.28,6.0,9.0,2595,2211,651
652,2014-10-25,Eintracht Frankfurt,VfB Stuttgart,4,5,2,2.25,3.4,3.0,2.4,3.4,2.8,2354,2333,652
653,2014-10-25,Hertha BSC,Hamburger SV,3,0,0,2.2,3.4,3.2,2.3,3.3,3.0,2344,2340,653
654,2014-10-25,TSG 1899 Hoffenheim,SC Paderborn 07,1,0,0,1.62,4.33,4.75,1.62,3.75,5.5,2461,2263,654
655,2014-10-25,Bayer Leverkusen,FC Schalke 04,1,0,0,1.67,4.1,4.5,1.78,3.8,4.1,2537,2461,655
656,2014-10-25,FC Augsburg,SC Freiburg,2,0,0,1.83,3.6,4.2,1.91,3.4,3.9,2415,2414,656
657,2014-10-26,Borussia Mönchengladbach,Bayern München,0,0,1,8.0,4.75,1.36,6.75,4.25,1.45,2527,2726,657
658,2014-10-26,VfL Wolfsburg,1. FSV Mainz 05,3,0,0,1.67,3.8,5.0,1.7,3.7,4.75,2550,2349,658
659,2014-10-31,FC Schalke 04,FC Augsburg,1,0,0,1.91,3.6,3.8,1.95,3.4,3.75,2498,2335,659
660,2014-11-01,Bayern München,Borussia Dortmund,2,1,0,1.44,4.5,6.5,1.53,4.1,6.25,2835,2610,660
661,2014-11-01,Hamburger SV,Bayer Leverkusen,1,0,0,3.4,3.5,2.05,3.5,3.4,2.05,2297,2555,661
662,2014-11-01,Hannover 96,Eintracht Frankfurt,1,0,0,2.25,3.4,3.1,2.35,3.3,2.9,2401,2531,662
663,2014-11-01,1. FSV Mainz 05,Werder Bremen,1,2,2,1.73,4.0,4.33,1.78,3.5,4.5,2435,2492,663
664,2014-11-01,VfB Stuttgart,VfL Wolfsburg,0,4,2,3.3,3.5,2.1,3.1,3.3,2.25,2309,2471,664
665,2014-11-02,Borussia Mönchengladbach,TSG 1899 Hoffenheim,3,1,0,1.95,3.5,3.75,1.95,3.4,3.8,2530,2525,665
666,2014-11-02,1. FC Köln,SC Freiburg,0,1,2,1.91,3.6,3.8,1.91,3.4,3.9,2400,2414,666
667,2014-11-02,SC Paderborn 07,Hertha BSC,3,1,0,2.5,3.5,2.63,2.7,3.1,2.7,2347,2390,667
668,2014-11-07,Hertha BSC,Hannover 96,0,2,2,2.05,3.4,3.5,2.1,3.25,3.5,2330,2211,668
669,2014-11-08,FC Augsburg,SC Paderborn 07,3,0,0,1.73,3.8,4.5,1.83,3.5,4.2,2437,2263,669
670,2014-11-08,Eintracht Frankfurt,Bayern München,0,4,2,13.0,7.0,1.18,11.5,6.25,1.24,2367,2726,670
671,2014-11-08,SC Freiburg,FC Schalke 04,2,0,0,2.63,3.5,2.5,2.6,3.3,2.6,2411,2461,671
672,2014-11-08,TSG 1899 Hoffenheim,1. FC Köln,3,4,2,1.8,3.8,4.0,1.85,3.4,4.25,2433,2289,672
673,2014-11-08,Bayer Leverkusen,1. FSV Mainz 05,0,0,1,1.5,4.33,6.0,1.53,3.9,6.25,2539,2349,673
674,2014-11-08,Werder Bremen,VfB Stuttgart,2,0,0,2.63,3.3,2.63,2.65,3.2,2.65,2334,2333,674
675,2014-11-09,Borussia Dortmund,Borussia Mönchengladbach,1,0,0,1.57,4.33,5.0,1.65,3.75,5.0,2603,2534,675
676,2014-11-09,VfL Wolfsburg,Hamburger SV,2,0,0,1.57,4.2,5.25,1.62,3.9,5.0,2555,2340,676
677,2014-11-22,FC Schalke 04,VfL Wolfsburg,3,2,0,3.0,3.4,2.3,2.95,3.25,2.35,2479,2471,677
678,2014-11-22,Borussia Mönchengladbach,Eintracht Frankfurt,1,3,2,1.36,5.0,7.5,1.45,4.33,6.5,2497,2531,678
679,2014-11-22,SC Paderborn 07,Borussia Dortmund,2,2,1,7.0,4.75,1.4,7.25,4.1,1.47,2334,2610,679
680,2014-11-22,Hannover 96,Bayer Leverkusen,1,3,2,3.8,3.6,1.91,3.6,3.4,2.0,2380,2555,680
681,2014-11-22,Bayern München,TSG 1899 Hoffenheim,4,0,0,1.14,8.0,15.0,1.17,7.25,14.5,2827,2525,681
682,2014-11-22,1. FSV Mainz 05,SC Freiburg,2,2,1,2.15,3.3,3.4,2.2,3.3,3.2,2419,2414,682
683,2014-11-22,1. FC Köln,Hertha BSC,1,2,2,2.1,3.3,3.5,2.15,3.2,3.4,2374,2390,683
684,2014-11-23,Hamburger SV,Werder Bremen,2,0,0,1.91,3.6,3.75,1.95,3.4,3.75,2304,2492,684
685,2014-11-23,VfB Stuttgart,FC Augsburg,0,1,2,2.38,3.5,2.8,2.5,3.3,2.7,2328,2335,685
686,2014-11-28,SC Freiburg,VfB Stuttgart,1,4,2,2.25,3.4,3.1,2.4,3.3,2.85,2383,2333,686
687,2014-11-29,FC Augsburg,Hamburger SV,3,1,0,2.0,3.5,3.75,2.0,3.25,3.8,2456,2340,687
688,2014-11-29,Hertha BSC,Bayern München,0,1,2,15.0,7.5,1.18,11.0,7.0,1.2,2324,2726,688
689,2014-11-29,TSG 1899 Hoffenheim,Hannover 96,4,3,0,1.7,4.0,4.75,1.75,3.6,4.6,2435,2211,689
690,2014-11-29,Bayer Leverkusen,1. FC Köln,5,1,0,1.5,4.33,6.5,1.53,4.1,5.75,2533,2289,690
691,2014-11-29,FC Schalke 04,1. FSV Mainz 05,4,1,0,1.95,3.7,3.75,1.91,3.4,4.0,2508,2349,691
692,2014-11-29,Werder Bremen,SC Paderborn 07,4,0,0,2.2,3.5,3.25,2.25,3.4,3.0,2339,2263,692
693,2014-11-30,Eintracht Frankfurt,Borussia Dortmund,2,0,0,5.0,4.33,1.62,5.0,4.0,1.62,2403,2610,693
694,2014-11-30,VfL Wolfsburg,Borussia Mönchengladbach,1,0,0,1.91,3.75,3.8,1.95,3.4,3.75,2572,2534,694
695,2014-12-05,Borussia Dortmund,TSG 1899 Hoffenheim,1,0,0,1.5,4.6,6.0,1.55,4.33,5.25,2563,2525,695
696,2014-12-06,VfB Stuttgart,FC Schalke 04,0,4,2,2.25,3.4,3.25,2.25,3.3,3.1,2317,2461,696
697,2014-12-06,SC Paderborn 07,SC Freiburg,1,1,1,2.38,3.3,3.1,2.4,3.3,2.85,2341,2414,697
698,2014-12-06,Borussia Mönchengladbach,Hertha BSC,3,2,0,1.67,3.8,5.25,1.67,3.75,5.0,2505,2390,698
699,2014-12-06,Bayern München,Bayer Leverkusen,1,0,0,1.25,6.0,12.0,1.28,6.0,8.5,2834,2555,699
700,2014-12-06,Hannover 96,VfL Wolfsburg,1,3,2,3.8,3.6,1.95,3.7,3.5,1.95,2371,2471,700
701,2014-12-06,1. FC Köln,FC Augsburg,1,2,2,2.88,3.2,2.55,2.75,3.1,2.7,2380,2335,701
702,2014-12-07,Eintracht Frankfurt,Werder Bremen,5,2,0,2.05,3.6,3.5,2.0,3.4,3.6,2395,2492,702
703,2014-12-07,Hamburger SV,1. FSV Mainz 05,2,1,0,2.1,3.4,3.6,2.1,3.3,3.4,2321,2349,703
704,2014-12-12,TSG 1899 Hoffenheim,Eintracht Frankfurt,3,2,0,1.85,3.9,4.0,1.91,3.5,3.8,2433,2531,704
705,2014-12-13,FC Augsburg,Bayern München,0,4,2,9.5,5.75,1.3,8.0,5.25,1.33,2433,2726,705
706,2014-12-13,SC Freiburg,Hamburger SV,0,0,1,2.4,3.3,3.0,2.45,3.25,2.8,2378,2340,706
707,2014-12-13,Hertha BSC,Borussia Dortmund,1,0,0,5.5,4.0,1.62,5.0,4.0,1.62,2344,2610,707
708,2014-12-13,1. FSV Mainz 05,VfB Stuttgart,1,1,1,2.38,3.4,3.0,2.35,3.3,2.95,2403,2333,708
709,2014-12-13,FC Schalke 04,1. FC Köln,1,2,2,1.8,3.7,4.5,1.8,3.5,4.33,2507,2289,709
710,2014-12-13,Werder Bremen,Hannover 96,3,3,1,2.45,3.4,2.88,2.45,3.25,2.8,2330,2211,710
711,2014-12-14,VfL Wolfsburg,SC Paderborn 07,1,1,1,1.36,5.25,8.0,1.42,4.75,6.5,2566,2263,711
712,2014-12-14,Bayer Leverkusen,Borussia Mönchengladbach,1,1,1,1.67,4.0,5.0,1.72,3.6,4.75,2538,2534,712
713,2014-12-16,Hamburger SV,VfB Stuttgart,0,1,2,2.1,3.4,3.6,2.15,3.4,3.2,2315,2333,713
714,2014-12-16,Bayern München,SC Freiburg,2,0,0,1.08,11.0,29.0,1.1,9.75,20.0,2843,2414,714
715,2014-12-16,Hannover 96,FC Augsburg,2,0,0,2.3,3.3,3.1,2.45,3.2,2.85,2389,2335,715
716,2014-12-16,1. FC Köln,1. FSV Mainz 05,0,0,1,2.25,3.4,3.2,2.4,3.2,2.9,2375,2349,716
717,2014-12-17,Borussia Dortmund,VfL Wolfsburg,2,2,1,1.85,3.75,4.2,1.91,3.5,3.8,2530,2471,717
718,2014-12-17,Eintracht Frankfurt,Hertha BSC,4,4,1,2.05,3.5,3.6,2.15,3.4,3.25,2397,2390,718
719,2014-12-17,TSG 1899 Hoffenheim,Bayer Leverkusen,0,1,2,3.25,3.75,2.1,3.1,3.4,2.2,2455,2555,719
720,2014-12-17,Borussia Mönchengladbach,Werder Bremen,4,1,0,1.44,4.75,7.0,1.48,4.4,6.0,2501,2492,720
721,2014-12-17,SC Paderborn 07,FC Schalke 04,1,2,2,2.75,3.5,2.5,2.65,3.3,2.55,2335,2461,721
722,2014-12-19,1. FSV Mainz 05,Bayern München,1,2,2,15.0,7.0,1.2,11.5,6.25,1.22,2417,2726,722
723,2014-12-20,VfL Wolfsburg,1. FC Köln,2,1,0,1.5,4.2,7.0,1.53,4.2,5.75,2600,2289,723
724,2014-12-20,Werder Bremen,Borussia Dortmund,2,1,0,6.5,4.33,1.5,5.75,3.8,1.57,2358,2610,724
725,2014-12-20,FC Augsburg,Borussia Mönchengladbach,2,1,0,2.5,3.4,2.8,2.6,3.3,2.75,2459,2534,725
726,2014-12-20,FC Schalke 04,Hamburger SV,0,0,1,1.8,3.6,4.5,1.83,3.6,4.1,2506,2340,726
727,2014-12-20,Bayer Leverkusen,Eintracht Frankfurt,1,1,1,1.44,4.75,7.0,1.48,4.1,6.5,2531,2531,727
728,2014-12-20,VfB Stuttgart,SC Paderborn 07,0,0,1,1.85,3.8,4.0,1.9,3.4,4.0,2321,2263,728
729,2014-12-21,Hertha BSC,TSG 1899 Hoffenheim,0,5,2,2.5,3.4,2.8,2.55,3.25,2.7,2309,2525,729
730,2014-12-21,SC Freiburg,Hannover 96,2,2,1,2.45,3.4,2.88,2.5,3.3,2.7,2394,2211,730
731,2015-01-30,VfL Wolfsburg,Bayern München,4,1,0,6.5,4.33,1.5,5.75,4.5,1.55,2595,2726,731
732,2015-01-31,Bayer Leverkusen,Borussia Dortmund,0,0,1,2.5,3.4,2.8,2.45,3.2,3.0,2537,2610,732
733,2015-01-31,1. FSV Mainz 05,SC Paderborn 07,5,0,0,2.05,3.5,3.6,2.05,3.4,3.5,2418,2263,733
734,2015-01-31,FC Schalke 04,Hannover 96,1,0,0,1.95,3.5,4.0,1.91,3.5,3.8,2515,2211,734
735,2015-01-31,VfB Stuttgart,Borussia Mönchengladbach,0,1,2,3.0,3.4,2.38,2.8,3.3,2.45,2324,2534,735
736,2015-01-31,SC Freiburg,Eintracht Frankfurt,4,1,0,2.63,3.5,2.63,2.6,3.25,2.65,2388,2531,736
737,2015-01-31,Hamburger SV,1. FC Köln,0,2,2,2.2,3.3,3.4,2.25,3.3,3.1,2323,2289,737
738,2015-02-01,FC Augsburg,TSG 1899 Hoffenheim,3,1,0,2.4,3.4,2.9,2.4,3.1,3.0,2474,2525,738
739,2015-02-01,Werder Bremen,Hertha BSC,2,0,0,2.38,3.4,3.0,2.45,3.3,2.8,2373,2390,739
740,2015-02-03,Bayern München,FC Schalke 04,1,1,1,1.13,9.0,19.0,1.16,7.5,13.0,2808,2461,740
741,2015-02-03,Eintracht Frankfurt,VfL Wolfsburg,1,1,1,3.8,4.0,1.85,3.75,3.6,1.9,2389,2471,741
742,2015-02-03,Hannover 96,1. FSV Mainz 05,1,1,1,2.25,3.4,3.25,2.3,3.4,2.9,2371,2349,742
743,2015-02-03,Borussia Mönchengladbach,SC Freiburg,1,0,0,1.53,4.33,6.0,1.53,4.5,5.25,2505,2414,743
744,2015-02-04,TSG 1899 Hoffenheim,Werder Bremen,1,2,2,1.67,4.2,4.75,1.7,4.0,4.25,2418,2492,744
745,2015-02-04,Hertha BSC,Bayer Leverkusen,0,1,2,5.5,3.75,1.67,4.75,3.7,1.7,2326,2555,745
746,2015-02-04,Borussia Dortmund,FC Augsburg,0,1,2,1.44,4.5,7.5,1.48,4.6,5.75,2532,2335,746
747,2015-02-04,SC Paderborn 07,Hamburger SV,0,3,2,2.5,3.3,2.88,2.5,3.3,2.7,2300,2340,747
748,2015-02-04,1. FC Köln,VfB Stuttgart,0,0,1,2.25,3.4,3.2,2.25,3.3,3.1,2382,2333,748
749,2015-02-06,FC Schalke 04,Borussia Mönchengladbach,1,0,0,2.6,3.3,2.75,2.6,3.2,2.7,2511,2534,749
750,2015-02-07,1. FC Köln,SC Paderborn 07,0,0,1,1.95,3.5,4.0,1.91,3.3,4.1,2376,2263,750
751,2015-02-07,SC Freiburg,Borussia Dortmund,0,3,2,5.5,4.0,1.62,5.0,3.8,1.65,2389,2610,751
752,2015-02-07,Hamburger SV,Hannover 96,2,1,0,2.3,3.3,3.2,2.35,3.25,2.95,2331,2211,752
753,2015-02-07,1. FSV Mainz 05,Hertha BSC,0,2,2,1.91,3.6,4.0,1.91,3.3,4.1,2387,2390,753
754,2015-02-07,VfB Stuttgart,Bayern München,0,2,2,13.0,7.0,1.2,9.75,6.75,1.23,2316,2726,754
755,2015-02-07,VfL Wolfsburg,TSG 1899 Hoffenheim,3,0,0,1.57,4.33,5.5,1.62,3.9,5.0,2614,2525,755
756,2015-02-08,FC Augsburg,Eintracht Frankfurt,2,2,1,1.91,3.8,3.8,1.91,3.4,3.9,2457,2531,756
