,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Season,H_ELO,A_ELO
121,2018-12-08,Bayer Leverkusen,FC Augsburg,1,0,0,0,0,1,21,13,7.0,1.0,11,17,4,2,1,2,0,0,1.66,4.0,5.0,1.65,4.33,4.75,18/19,2555,2335
122,2018-12-08,FC Schalke 04,Borussia Dortmund,1,2,2,0,1,2,6,10,3.0,3.0,12,9,3,1,4,3,0,0,3.3,3.4,2.2,3.4,3.4,2.15,18/19,2461,2610
123,2018-12-08,VfL Wolfsburg,TSG 1899 Hoffenheim,2,2,1,2,1,0,10,19,3.0,6.0,9,9,6,4,1,2,0,0,3.0,3.6,2.3,3.0,3.5,2.3,18/19,2471,2525
124,2018-12-09,1. FSV Mainz 05,Hannover 96,1,1,1,0,1,2,28,11,5.0,3.0,12,9,9,1,4,3,0,1,1.9,3.6,4.0,1.91,3.6,4.0,18/19,2349,2211
125,2018-12-09,Borussia Mönchengladbach,VfB Stuttgart,3,0,0,0,0,1,23,7,7.0,2.0,7,12,7,4,2,4,0,1,1.44,4.33,7.0,1.5,4.33,6.5,18/19,2534,2333
126,2018-12-14,1. FC Nürnberg,VfL Wolfsburg,0,2,2,0,0,1,11,10,0.0,4.0,13,13,6,3,2,1,0,0,3.6,3.5,2.04,3.6,3.4,2.1,18/19,2196,2471
127,2018-12-15,FC Augsburg,FC Schalke 04,1,1,1,1,0,0,17,15,9.0,5.0,17,8,6,7,2,1,0,0,2.5,3.25,2.9,2.55,3.3,2.8,18/19,2335,2461
128,2018-12-15,Borussia Dortmund,Werder Bremen,2,1,0,2,1,0,16,9,9.0,5.0,11,14,4,10,1,4,0,0,1.36,5.25,8.0,1.42,4.75,7.25,18/19,2610,2492
129,2018-12-15,Fortuna Düsseldorf,SC Freiburg,2,0,0,0,0,1,20,6,8.0,2.0,13,9,4,1,2,1,0,0,2.75,3.3,2.6,2.6,3.5,2.65,18/19,2380,2414
130,2018-12-15,Hannover 96,Bayern München,0,4,2,0,2,2,3,32,0.0,14.0,9,5,0,14,1,0,0,0,11.0,7.0,1.22,11.5,6.75,1.22,18/19,2211,2726
131,2018-12-15,TSG 1899 Hoffenheim,Borussia Mönchengladbach,0,0,1,0,0,1,27,5,6.0,1.0,9,10,6,2,0,2,0,0,1.9,4.0,3.6,1.95,3.9,3.5,18/19,2525,2534
132,2018-12-15,VfB Stuttgart,Hertha BSC,2,1,0,0,1,2,9,15,4.0,3.0,11,13,5,5,1,3,0,0,2.7,3.4,2.62,2.6,3.5,2.65,18/19,2333,2390
133,2018-12-16,Eintracht Frankfurt,Bayer Leverkusen,2,1,0,1,0,0,17,12,7.0,6.0,9,8,10,7,6,2,0,0,2.4,3.5,2.87,2.4,3.5,2.9,18/19,2531,2555
134,2018-12-16,RBLeipzig,1. FSV Mainz 05,4,1,0,2,1,0,17,11,7.0,5.0,9,13,6,2,3,3,0,0,1.4,4.75,7.5,1.45,4.6,7.0,18/19,2638,2349
135,2018-12-18,Fortuna Düsseldorf,Borussia Dortmund,2,1,0,1,0,0,8,11,3.0,3.0,8,13,2,2,1,2,0,0,7.0,4.5,1.44,7.0,4.6,1.45,18/19,2380,2610
136,2018-12-18,Hertha BSC,FC Augsburg,2,2,1,2,2,1,17,8,7.0,2.0,17,13,3,2,1,0,0,0,2.3,3.4,3.1,2.25,3.3,3.3,18/19,2390,2335
137,2018-12-18,Borussia Mönchengladbach,1. FC Nürnberg,2,0,0,0,0,1,17,7,7.0,2.0,5,19,6,7,2,3,0,0,1.36,5.5,7.0,1.36,5.75,7.0,18/19,2534,2196
138,2018-12-18,VfL Wolfsburg,VfB Stuttgart,2,0,0,2,0,0,16,11,5.0,1.0,10,17,4,8,1,2,0,0,1.66,3.75,5.5,1.72,3.7,5.0,18/19,2471,2333
139,2018-12-19,Bayern München,RBLeipzig,1,0,0,0,0,1,10,8,4.0,2.0,9,20,5,5,2,2,1,1,1.36,5.25,8.0,1.36,5.25,8.0,18/19,2726,2638
140,2018-12-19,SC Freiburg,Hannover 96,1,1,1,1,1,1,14,18,7.0,3.0,13,14,5,2,0,2,0,0,1.85,3.6,4.0,1.95,3.5,4.0,18/19,2414,2211
141,2018-12-19,1. FSV Mainz 05,Eintracht Frankfurt,2,2,1,2,2,1,17,12,6.0,4.0,13,15,3,2,3,3,0,0,3.2,3.5,2.2,3.1,3.5,2.25,18/19,2349,2531
142,2018-12-19,FC Schalke 04,Bayer Leverkusen,1,2,2,1,2,2,18,8,4.0,5.0,14,19,7,1,4,4,0,0,2.4,3.5,2.9,2.45,3.4,2.85,18/19,2461,2555
143,2018-12-19,Werder Bremen,TSG 1899 Hoffenheim,1,1,1,0,1,2,26,14,5.0,4.0,7,13,6,3,0,1,0,0,3.1,4.2,2.04,3.25,4.0,2.05,18/19,2492,2525
144,2018-12-21,Borussia Dortmund,Borussia Mönchengladbach,2,1,0,1,1,1,12,3,4.0,2.0,5,12,4,2,0,1,0,0,1.5,4.5,5.75,1.57,4.4,5.25,18/19,2610,2534
145,2018-12-22,Eintracht Frankfurt,Bayern München,0,3,2,0,1,2,10,9,3.0,7.0,9,4,3,4,2,1,0,0,5.75,4.75,1.5,6.0,4.6,1.5,18/19,2531,2726
146,2018-12-22,Hannover 96,Fortuna Düsseldorf,0,1,2,0,0,1,17,13,3.0,6.0,14,19,4,6,2,3,0,0,2.2,3.4,3.3,2.2,3.4,3.3,18/19,2211,2380
147,2018-12-22,Bayer Leverkusen,Hertha BSC,3,1,0,2,1,0,15,13,7.0,8.0,3,12,4,5,0,1,0,0,1.72,4.0,4.5,1.7,4.1,4.6,18/19,2555,2390
148,2018-12-22,1. FC Nürnberg,SC Freiburg,0,1,2,0,1,2,16,7,3.0,3.0,16,16,12,3,2,3,0,0,2.62,3.3,2.7,2.6,3.4,2.7,18/19,2196,2414
149,2018-12-22,RBLeipzig,Werder Bremen,3,2,0,2,0,0,11,15,5.0,6.0,15,9,4,4,2,0,0,0,1.44,4.5,7.0,1.5,4.4,6.25,18/19,2638,2492
150,2018-12-22,VfB Stuttgart,FC Schalke 04,1,3,2,0,1,2,17,15,5.0,6.0,9,17,2,5,3,5,0,0,3.2,3.3,2.3,3.1,3.25,2.4,18/19,2333,2461
151,2018-12-23,FC Augsburg,VfL Wolfsburg,2,3,2,0,2,2,10,16,4.0,5.0,12,11,3,4,2,3,0,0,2.6,3.3,2.75,2.55,3.4,2.75,18/19,2335,2471
152,2018-12-23,TSG 1899 Hoffenheim,1. FSV Mainz 05,1,1,1,1,1,1,28,12,7.0,5.0,11,10,9,2,1,0,0,0,1.44,4.5,6.5,1.45,4.75,6.5,18/19,2525,2349
153,2019-01-18,TSG 1899 Hoffenheim,Bayern München,1,3,2,0,2,2,13,21,5.0,9.0,13,9,2,6,3,2,0,0,6.0,5.0,1.44,6.25,4.75,1.48,18/19,2525,2726
154,2019-01-19,FC Augsburg,Fortuna Düsseldorf,1,2,2,0,1,2,13,11,6.0,3.0,13,9,5,3,3,1,0,0,1.9,3.6,4.0,1.85,3.6,4.33,18/19,2335,2380
155,2019-01-19,Eintracht Frankfurt,SC Freiburg,3,1,0,3,0,0,9,21,4.0,7.0,13,8,5,5,2,1,0,0,1.65,4.0,5.25,1.65,3.9,5.25,18/19,2531,2414
156,2019-01-19,Hannover 96,Werder Bremen,0,1,2,0,1,2,10,23,1.0,13.0,17,19,7,8,3,1,0,0,3.25,3.6,2.15,3.1,3.6,2.2,18/19,2211,2492
157,2019-01-19,Bayer Leverkusen,Borussia Mönchengladbach,0,1,2,0,1,2,22,7,10.0,3.0,9,14,10,3,1,2,0,0,2.0,3.7,3.6,2.0,3.8,3.5,18/19,2555,2534
158,2019-01-19,RBLeipzig,Borussia Dortmund,0,1,2,0,1,2,12,8,5.0,4.0,12,9,6,7,3,2,0,0,2.5,3.5,2.75,2.5,3.5,2.75,18/19,2638,2610
159,2019-01-19,VfB Stuttgart,1. FSV Mainz 05,2,3,2,0,2,2,28,14,8.0,4.0,9,16,13,8,2,2,0,0,2.4,3.3,2.9,2.3,3.4,3.1,18/19,2333,2349
160,2019-01-20,1. FC Nürnberg,Hertha BSC,1,3,2,1,1,1,14,16,3.0,8.0,13,9,4,4,2,1,0,0,3.5,3.4,2.1,3.2,3.4,2.25,18/19,2196,2390
161,2019-01-20,FC Schalke 04,VfL Wolfsburg,2,1,0,1,1,1,20,12,5.0,5.0,11,5,4,6,1,0,0,0,2.2,3.3,3.4,2.15,3.25,3.6,18/19,2461,2471
162,2019-01-25,Hertha BSC,FC Schalke 04,2,2,1,2,2,1,11,14,4.0,7.0,15,10,3,6,2,1,0,0,2.5,3.25,2.87,2.6,3.2,2.8,18/19,2390,2461
163,2019-01-26,Borussia Dortmund,Hannover 96,5,1,0,1,0,0,18,11,9.0,3.0,7,10,6,3,1,1,0,0,1.16,7.5,15.0,1.17,7.75,15.5,18/19,2610,2211
164,2019-01-26,SC Freiburg,TSG 1899 Hoffenheim,2,4,2,1,1,1,20,16,8.0,11.0,17,14,6,1,0,2,0,0,3.5,4.0,1.95,3.6,3.8,1.95,18/19,2414,2525
165,2019-01-26,1. FSV Mainz 05,1. FC Nürnberg,2,1,0,1,1,1,20,8,4.0,3.0,12,16,5,5,3,1,0,0,1.66,3.8,5.25,1.7,3.8,5.0,18/19,2349,2196
166,2019-01-26,Borussia Mönchengladbach,FC Augsburg,2,0,0,0,0,1,14,4,6.0,1.0,9,15,4,0,2,4,0,0,1.66,4.0,5.0,1.62,4.1,5.25,18/19,2534,2335
167,2019-01-26,Werder Bremen,Eintracht Frankfurt,2,2,1,1,1,1,18,8,9.0,4.0,11,10,8,3,4,2,0,0,2.55,3.5,2.7,2.5,3.7,2.6,18/19,2492,2531
168,2019-01-26,VfL Wolfsburg,Bayer Leverkusen,0,3,2,0,1,2,10,23,4.0,14.0,10,14,5,6,5,3,0,0,2.62,3.5,2.6,2.7,3.5,2.55,18/19,2471,2555
169,2019-01-27,Bayern München,VfB Stuttgart,4,1,0,1,1,1,19,7,6.0,2.0,9,9,8,1,1,1,0,0,1.08,13.0,21.0,1.09,11.5,23.0,18/19,2726,2333
170,2019-01-27,Fortuna Düsseldorf,RBLeipzig,0,4,2,0,3,2,10,12,0.0,9.0,11,11,8,2,1,0,0,0,4.0,3.6,1.9,4.1,3.6,1.9,18/19,2380,2638
171,2019-02-01,Hannover 96,RBLeipzig,0,3,2,0,1,2,5,19,1.0,8.0,14,17,0,7,2,2,0,0,5.5,4.33,1.53,6.0,4.4,1.53,18/19,2211,2638
172,2019-02-02,Eintracht Frankfurt,Borussia Dortmund,1,1,1,1,1,1,12,13,7.0,4.0,15,6,6,4,2,2,0,0,3.3,3.6,2.15,3.25,3.6,2.15,18/19,2531,2610
173,2019-02-02,Hertha BSC,VfL Wolfsburg,0,1,2,0,0,1,11,8,4.0,4.0,19,12,3,7,3,1,0,0,2.3,3.3,3.25,2.35,3.3,3.1,18/19,2390,2471
174,2019-02-02,TSG 1899 Hoffenheim,Fortuna Düsseldorf,1,1,1,1,0,0,12,8,4.0,6.0,22,12,5,5,3,4,0,0,1.44,4.5,6.5,1.42,5.0,6.75,18/19,2525,2380
175,2019-02-02,Bayer Leverkusen,Bayern München,3,1,0,0,1,2,11,17,4.0,6.0,13,13,7,4,3,2,0,0,5.5,4.5,1.55,5.25,4.4,1.57,18/19,2555,2726
176,2019-02-02,1. FC Nürnberg,Werder Bremen,1,1,1,0,0,1,11,10,2.0,3.0,17,17,3,7,4,1,0,0,3.75,3.6,2.0,3.6,3.8,1.95,18/19,2196,2492
177,2019-02-02,FC Schalke 04,Borussia Mönchengladbach,0,2,2,0,0,1,9,16,1.0,9.0,9,8,1,6,1,2,1,0,2.4,3.4,3.0,2.35,3.4,3.0,18/19,2461,2534
178,2019-02-03,FC Augsburg,1. FSV Mainz 05,3,0,0,2,0,0,19,6,8.0,0.0,18,10,7,3,0,1,0,0,2.1,3.5,3.4,2.25,3.4,3.2,18/19,2335,2349
179,2019-02-03,VfB Stuttgart,SC Freiburg,2,2,1,0,1,2,17,16,4.0,4.0,8,9,7,8,5,0,1,0,2.15,3.4,3.4,2.2,3.5,3.25,18/19,2333,2414
180,2019-02-08,1. FSV Mainz 05,Bayer Leverkusen,1,5,2,1,4,2,15,18,2.0,7.0,13,5,4,4,3,1,0,0,3.8,3.8,1.9,3.75,4.0,1.87,18/19,2349,2555
181,2019-02-09,Bayern München,FC Schalke 04,3,1,0,2,1,0,17,7,4.0,5.0,8,9,7,2,1,2,0,0,1.2,7.0,13.0,1.22,6.75,12.5,18/19,2726,2461
182,2019-02-09,Borussia Dortmund,TSG 1899 Hoffenheim,3,3,1,2,0,0,16,14,7.0,6.0,7,14,7,8,0,3,0,0,1.66,4.2,4.75,1.65,4.2,4.75,18/19,2610,2525
183,2019-02-09,SC Freiburg,VfL Wolfsburg,3,3,1,1,1,1,10,15,4.0,4.0,15,10,9,2,3,2,0,0,2.87,3.4,2.45,2.75,3.3,2.6,18/19,2414,2471
184,2019-02-09,Hannover 96,1. FC Nürnberg,2,0,0,1,0,0,18,9,8.0,1.0,16,16,4,4,2,2,0,1,2.2,3.4,3.25,2.25,3.3,3.3,18/19,2211,2196
185,2019-02-09,Borussia Mönchengladbach,Hertha BSC,0,3,2,0,1,2,13,11,4.0,4.0,7,11,5,5,0,2,0,0,1.57,4.2,5.5,1.6,4.2,5.25,18/19,2534,2390
186,2019-02-09,RBLeipzig,Eintracht Frankfurt,0,0,1,0,0,1,14,6,1.0,2.0,9,10,7,4,4,2,0,0,1.83,4.0,4.0,1.83,3.8,4.1,18/19,2638,2531
187,2019-02-10,Fortuna Düsseldorf,VfB Stuttgart,3,0,0,1,0,0,15,15,6.0,2.0,18,8,5,4,3,4,0,1,2.1,3.5,3.5,2.1,3.5,3.5,18/19,2380,2333
188,2019-02-10,Werder Bremen,FC Augsburg,4,0,0,3,0,0,11,13,5.0,3.0,5,12,3,2,0,1,0,0,1.72,3.8,4.5,1.75,4.0,4.33,18/19,2492,2335
189,2019-02-15,FC Augsburg,Bayern München,2,3,2,2,2,1,8,17,2.0,8.0,13,12,1,9,1,2,0,0,15.0,6.0,1.2,13.5,7.0,1.2,18/19,2335,2726
190,2019-02-16,Hertha BSC,Werder Bremen,1,1,1,1,0,0,11,8,2.0,2.0,16,11,4,3,3,3,0,0,2.4,3.5,2.9,2.4,3.6,2.8,18/19,2390,2492
191,2019-02-16,TSG 1899 Hoffenheim,Hannover 96,3,0,0,2,0,0,26,5,11.0,1.0,15,6,10,6,0,1,0,0,1.3,6.0,8.5,1.33,5.75,8.25,18/19,2525,2211
192,2019-02-16,FC Schalke 04,SC Freiburg,0,0,1,0,0,1,15,12,2.0,3.0,10,13,4,9,0,4,1,1,1.7,3.75,5.25,1.7,3.7,5.25,18/19,2461,2414
193,2019-02-16,VfB Stuttgart,RBLeipzig,1,3,2,1,1,1,7,7,3.0,4.0,18,11,5,4,1,1,0,0,5.25,4.0,1.65,4.75,4.1,1.67,18/19,2333,2638
194,2019-02-16,VfL Wolfsburg,1. FSV Mainz 05,3,0,0,1,0,0,16,12,6.0,4.0,6,11,4,7,1,1,0,0,1.72,4.0,4.5,1.7,4.0,4.75,18/19,2471,2349
195,2019-02-17,Eintracht Frankfurt,Borussia Mönchengladbach,1,1,1,1,0,0,12,14,3.0,5.0,12,8,8,7,3,1,0,0,2.3,3.6,3.0,2.3,3.6,3.0,18/19,2531,2534
196,2019-02-17,Bayer Leverkusen,Fortuna Düsseldorf,2,0,0,1,0,0,13,3,7.0,0.0,6,11,5,4,1,3,0,0,1.44,4.75,6.5,1.42,5.0,7.0,18/19,2555,2380
197,2019-02-18,1. FC Nürnberg,Borussia Dortmund,0,0,1,0,0,1,7,17,2.0,6.0,8,9,3,11,1,1,0,0,7.5,5.0,1.4,7.0,5.0,1.42,18/19,2196,2610
198,2019-02-22,Werder Bremen,VfB Stuttgart,1,1,1,1,1,1,15,8,4.0,3.0,7,9,4,2,1,3,0,0,1.53,4.33,5.75,1.57,4.25,5.5,18/19,2492,2333
199,2019-02-23,Bayern München,Hertha BSC,1,0,0,0,0,1,12,9,4.0,2.0,12,6,11,3,2,0,0,1,1.18,7.0,17.0,1.19,7.0,15.0,18/19,2726,2390
200,2019-02-23,Fortuna Düsseldorf,1. FC Nürnberg,2,1,0,0,1,2,19,5,7.0,2.0,14,7,7,3,3,4,0,1,1.72,3.75,5.0,1.72,3.75,5.0,18/19,2380,2196
201,2019-02-23,SC Freiburg,FC Augsburg,5,1,0,3,0,0,19,14,11.0,4.0,13,16,8,1,0,3,0,1,2.15,3.5,3.3,2.2,3.4,3.3,18/19,2414,2335
202,2019-02-23,1. FSV Mainz 05,FC Schalke 04,3,0,0,1,0,0,21,10,6.0,3.0,10,15,1,3,4,2,0,0,2.8,3.4,2.5,2.85,3.3,2.5,18/19,2349,2461
203,2019-02-23,Borussia Mönchengladbach,VfL Wolfsburg,0,3,2,0,1,2,15,5,5.0,3.0,14,11,12,1,2,1,0,0,1.75,3.8,4.75,1.8,3.7,4.5,18/19,2534,2471
204,2019-02-24,Borussia Dortmund,Bayer Leverkusen,3,2,0,2,1,0,9,13,4.0,4.0,10,9,3,8,1,2,0,0,1.8,4.2,4.0,1.85,3.9,3.9,18/19,2610,2555
205,2019-02-24,Hannover 96,Eintracht Frankfurt,0,3,2,0,0,1,11,14,3.0,8.0,11,12,3,5,1,1,0,0,4.75,3.75,1.75,4.5,3.75,1.78,18/19,2211,2531
206,2019-02-25,RBLeipzig,TSG 1899 Hoffenheim,1,1,1,0,1,2,15,7,4.0,4.0,16,21,6,4,0,1,0,0,1.8,4.0,4.0,1.83,3.9,4.0,18/19,2638,2525
207,2019-03-01,FC Augsburg,Borussia Dortmund,2,1,0,1,0,0,9,18,4.0,8.0,15,11,1,4,1,2,0,0,5.75,4.5,1.53,5.5,4.25,1.57,18/19,2335,2610
208,2019-03-02,Eintracht Frankfurt,TSG 1899 Hoffenheim,3,2,0,1,1,1,18,20,10.0,7.0,8,16,4,3,0,3,0,1,2.37,3.75,2.8,2.3,3.75,2.85,18/19,2531,2525
209,2019-03-02,Hertha BSC,1. FSV Mainz 05,2,1,0,0,0,1,11,13,4.0,1.0,13,10,4,1,0,2,0,0,1.85,3.6,4.33,1.83,3.7,4.33,18/19,2390,2349
210,2019-03-02,Bayer Leverkusen,SC Freiburg,2,0,0,1,0,0,17,8,5.0,3.0,11,7,7,2,0,0,0,0,1.44,4.5,7.5,1.42,4.75,7.25,18/19,2555,2414
211,2019-03-02,Borussia Mönchengladbach,Bayern München,1,5,2,1,2,2,11,19,2.0,14.0,6,11,1,9,2,2,0,0,5.5,4.5,1.57,5.25,4.25,1.6,18/19,2534,2726
212,2019-03-02,1. FC Nürnberg,RBLeipzig,0,1,2,0,1,2,7,12,1.0,5.0,8,17,5,8,2,3,0,0,6.5,4.33,1.5,6.75,4.2,1.5,18/19,2196,2638
213,2019-03-02,FC Schalke 04,Fortuna Düsseldorf,0,4,2,0,1,2,7,13,2.0,5.0,16,16,1,1,4,2,0,0,1.83,3.75,4.2,1.83,3.7,4.33,18/19,2461,2380
214,2019-03-03,VfB Stuttgart,Hannover 96,5,1,0,3,0,0,14,3,8.0,1.0,15,16,7,0,2,2,0,0,1.72,4.0,4.5,1.72,4.0,4.6,18/19,2333,2211
215,2019-03-03,VfL Wolfsburg,Werder Bremen,1,1,1,0,0,1,13,12,5.0,3.0,8,22,6,4,0,2,0,0,2.15,3.5,3.3,2.15,3.6,3.25,18/19,2471,2492
216,2019-03-08,Werder Bremen,FC Schalke 04,4,2,0,1,1,1,20,14,7.0,8.0,17,10,4,5,2,1,0,0,2.05,3.5,3.6,2.0,3.5,3.75,18/19,2492,2461
217,2019-03-09,Bayern München,VfL Wolfsburg,6,0,0,2,0,0,22,4,12.0,1.0,9,6,7,2,0,1,0,0,1.25,6.5,10.0,1.22,6.5,12.5,18/19,2726,2471
218,2019-03-09,Borussia Dortmund,VfB Stuttgart,3,1,0,0,0,1,18,7,8.0,1.0,6,10,7,1,3,3,0,0,1.28,5.5,11.0,1.3,5.5,9.75,18/19,2610,2333
219,2019-03-09,SC Freiburg,Hertha BSC,2,1,0,1,0,0,10,16,4.0,6.0,10,14,3,6,1,3,0,0,2.55,3.25,2.87,2.6,3.25,2.8,18/19,2414,2390
220,2019-03-09,1. FSV Mainz 05,Borussia Mönchengladbach,0,1,2,0,0,1,15,11,2.0,4.0,12,4,2,6,2,0,0,0,3.3,3.4,2.2,3.1,3.4,2.3,18/19,2349,2534
221,2019-03-09,RBLeipzig,FC Augsburg,0,0,1,0,0,1,17,5,4.0,3.0,13,9,7,4,1,1,0,0,1.36,5.0,8.5,1.36,5.25,7.75,18/19,2638,2335
222,2019-03-10,Hannover 96,Bayer Leverkusen,2,3,2,0,2,2,11,15,5.0,5.0,14,15,6,6,3,1,0,0,8.5,5.75,1.3,7.75,5.25,1.36,18/19,2211,2555
223,2019-03-10,TSG 1899 Hoffenheim,1. FC Nürnberg,2,1,0,1,0,0,18,11,6.0,5.0,10,7,8,3,3,2,0,0,1.25,5.75,12.0,1.28,6.25,9.5,18/19,2525,2196
224,2019-03-11,Fortuna Düsseldorf,Eintracht Frankfurt,0,3,2,0,0,1,7,15,3.0,6.0,9,14,1,5,1,2,0,0,2.75,3.4,2.55,2.7,3.6,2.5,18/19,2380,2531
225,2019-03-15,Borussia Mönchengladbach,SC Freiburg,1,1,1,1,1,1,13,10,2.0,2.0,10,13,10,6,0,3,0,0,1.53,3.9,6.25,1.6,4.1,5.5,18/19,2534,2414
226,2019-03-16,FC Augsburg,Hannover 96,3,1,0,0,1,2,22,13,10.0,4.0,11,10,2,3,1,4,0,0,1.61,4.33,5.0,1.62,4.2,5.25,18/19,2335,2211
227,2019-03-16,Hertha BSC,Borussia Dortmund,2,3,2,2,1,0,7,25,4.0,8.0,10,5,4,10,3,3,2,0,4.2,3.75,1.85,4.1,3.7,1.87,18/19,2390,2610
228,2019-03-16,FC Schalke 04,RBLeipzig,0,1,2,0,1,2,14,15,3.0,4.0,12,16,0,6,1,1,0,0,3.75,3.6,2.0,3.8,3.5,2.0,18/19,2461,2638
229,2019-03-16,VfB Stuttgart,TSG 1899 Hoffenheim,1,1,1,0,1,2,13,21,2.0,8.0,10,15,4,9,4,2,0,0,3.7,4.0,1.85,3.8,4.0,1.85,18/19,2333,2525
230,2019-03-16,VfL Wolfsburg,Fortuna Düsseldorf,5,2,0,1,1,1,19,18,10.0,6.0,15,9,7,5,1,1,0,0,1.75,3.75,4.75,1.75,3.7,4.75,18/19,2471,2380
231,2019-03-17,Bayern München,1. FSV Mainz 05,6,0,0,3,0,0,22,7,11.0,1.0,7,5,13,2,1,0,0,0,1.12,9.0,17.0,1.13,9.0,19.0,18/19,2726,2349
232,2019-03-17,Eintracht Frankfurt,1. FC Nürnberg,1,0,0,1,0,0,24,9,4.0,3.0,4,13,8,3,0,2,0,0,1.4,5.0,7.5,1.42,4.75,7.5,18/19,2531,2196
233,2019-03-17,Bayer Leverkusen,Werder Bremen,1,3,2,0,2,2,15,10,2.0,5.0,8,11,10,3,3,2,0,0,1.6,4.2,5.25,1.57,4.33,5.5,18/19,2555,2492
234,2019-03-29,TSG 1899 Hoffenheim,Bayer Leverkusen,4,1,0,1,1,1,13,18,5.0,6.0,8,6,4,7,2,2,0,0,2.37,3.8,2.7,2.25,3.9,2.85,18/19,2525,2555
235,2019-03-30,Borussia Dortmund,VfL Wolfsburg,2,0,0,0,0,1,11,7,5.0,3.0,11,13,5,4,0,3,0,0,1.5,4.33,6.5,1.5,4.5,6.25,18/19,2610,2471
236,2019-03-30,Fortuna Düsseldorf,Borussia Mönchengladbach,3,1,0,3,0,0,8,13,4.0,6.0,14,13,1,2,2,3,0,0,3.0,3.5,2.3,2.95,3.5,2.35,18/19,2380,2534
237,2019-03-30,SC Freiburg,Bayern München,1,1,1,1,1,1,12,26,5.0,8.0,8,9,1,7,3,1,0,0,12.0,6.5,1.22,10.5,6.25,1.26,18/19,2414,2726
238,2019-03-30,1. FC Nürnberg,FC Augsburg,3,0,0,0,0,1,12,14,4.0,3.0,8,12,4,4,1,3,0,0,2.87,3.3,2.5,2.75,3.3,2.6,18/19,2196,2335
239,2019-03-30,RBLeipzig,Hertha BSC,5,0,0,2,0,0,21,6,9.0,0.0,7,6,6,3,1,1,0,0,1.5,4.33,6.5,1.5,4.33,6.5,18/19,2638,2390
240,2019-03-30,Werder Bremen,1. FSV Mainz 05,3,1,0,2,0,0,8,12,4.0,5.0,11,9,7,8,0,1,0,0,1.61,4.33,5.0,1.65,4.0,5.25,18/19,2492,2349
241,2019-03-31,Eintracht Frankfurt,VfB Stuttgart,3,0,0,1,0,0,11,10,5.0,3.0,13,10,5,5,2,1,0,0,1.44,5.0,6.5,1.48,4.75,6.0,18/19,2531,2333
242,2019-03-31,Hannover 96,FC Schalke 04,0,1,2,0,1,2,15,6,3.0,3.0,16,17,8,2,1,1,0,0,4.5,3.6,1.8,4.33,3.7,1.83,18/19,2211,2461
243,2019-04-05,1. FSV Mainz 05,SC Freiburg,5,0,0,3,0,0,9,17,5.0,5.0,17,7,2,7,3,1,0,0,2.2,3.3,3.4,2.2,3.4,3.3,18/19,2349,2414
244,2019-04-06,Bayern München,Borussia Dortmund,5,0,0,4,0,0,22,5,10.0,1.0,9,12,11,1,1,2,0,0,1.53,4.75,5.25,1.55,5.0,5.0,18/19,2726,2610
245,2019-04-06,Hertha BSC,Fortuna Düsseldorf,1,2,2,1,1,1,13,13,3.0,7.0,18,11,2,6,2,1,0,0,1.9,3.6,4.0,1.9,3.6,4.1,18/19,2390,2380
246,2019-04-06,Bayer Leverkusen,RBLeipzig,2,4,2,2,1,0,11,8,4.0,4.0,10,12,6,2,2,1,0,0,2.3,3.75,2.9,2.35,3.6,2.85,18/19,2555,2638
247,2019-04-06,FC Schalke 04,Eintracht Frankfurt,1,2,2,1,1,1,6,16,4.0,5.0,16,8,3,6,5,1,1,0,3.3,3.5,2.15,3.3,3.4,2.2,18/19,2461,2531
248,2019-04-06,VfB Stuttgart,1. FC Nürnberg,1,1,1,0,1,2,14,19,4.0,6.0,8,11,12,5,1,3,0,0,1.8,3.75,4.5,1.8,3.7,4.5,18/19,2333,2196
249,2019-04-06,VfL Wolfsburg,Hannover 96,3,1,0,1,1,1,13,11,5.0,4.0,9,11,9,2,1,2,0,0,1.33,5.5,8.5,1.36,5.25,8.25,18/19,2471,2211
250,2019-04-07,FC Augsburg,TSG 1899 Hoffenheim,0,4,2,0,1,2,8,18,0.0,9.0,9,10,4,3,1,1,0,0,3.6,4.33,1.83,3.7,4.25,1.85,18/19,2335,2525
251,2019-04-07,Borussia Mönchengladbach,Werder Bremen,1,1,1,0,0,1,15,12,3.0,6.0,7,6,7,1,2,2,0,0,2.05,3.6,3.4,2.1,3.6,3.4,18/19,2534,2492
252,2019-04-12,1. FC Nürnberg,FC Schalke 04,1,1,1,0,0,1,17,16,6.0,2.0,12,13,11,9,1,2,0,0,3.4,3.25,2.25,3.3,3.3,2.25,18/19,2196,2461
253,2019-04-13,Borussia Dortmund,1. FSV Mainz 05,2,1,0,2,0,0,11,17,7.0,9.0,10,6,4,4,0,1,0,0,1.3,5.75,9.5,1.3,5.75,9.5,18/19,2610,2349
254,2019-04-13,Hannover 96,Borussia Mönchengladbach,0,1,2,0,0,1,12,18,5.0,9.0,10,8,3,12,0,0,0,0,5.25,4.33,1.6,5.5,4.1,1.6,18/19,2211,2534
