,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,Season,H_ELO,A_ELO
4342,2010-10-02,Borussia Mönchengladbach,VfL Wolfsburg,1,1,1,0,1,2,26,11,8.0,2.0,9,15,5,3,2,2,0,0,3.5,3.4,2.05,3.45,3.3,2.05,10/11,2534,2471
4343,2010-10-02,1. FC Nürnberg,FC Schalke 04,2,1,0,0,0,1,10,6,4.0,2.0,11,22,5,5,1,3,0,1,3.0,3.4,2.3,3.0,3.3,2.25,10/11,2196,2461
4344,2010-10-03,Borussia Dortmund,Bayern München,2,0,0,0,0,1,13,9,3.0,2.0,17,17,1,8,0,3,0,0,2.55,3.3,2.7,2.55,3.35,2.55,10/11,2610,2726
4345,2010-10-03,Bayer Leverkusen,Werder Bremen,2,2,1,1,0,0,17,10,6.0,3.0,13,19,4,3,2,4,0,0,2.1,3.4,3.4,2.0,3.4,3.5,10/11,2555,2492
4346,2010-10-03,VfB Stuttgart,Eintracht Frankfurt,1,2,2,0,1,2,13,12,5.0,3.0,16,15,6,3,2,4,1,0,1.91,3.5,3.9,1.85,3.4,4.05,10/11,2333,2531
4347,2010-10-15,1. FC Köln,Borussia Dortmund,1,2,2,0,1,2,16,20,5.0,5.0,24,17,4,2,2,4,0,0,4.33,3.6,1.8,4.3,3.4,1.8,10/11,2289,2610
4348,2010-10-16,Bayern München,Hannover 96,3,0,0,1,0,0,15,7,8.0,1.0,9,18,5,3,3,1,0,0,1.4,4.5,7.5,1.44,4.75,7.0,10/11,2726,2211
4349,2010-10-16,1. FSV Mainz 05,Hamburger SV,0,1,2,0,0,1,13,12,5.0,4.0,14,14,7,4,1,3,0,0,2.25,3.4,3.1,2.25,3.4,3.2,10/11,2349,2340
4350,2010-10-16,FC Schalke 04,VfB Stuttgart,2,2,1,1,1,1,16,10,5.0,6.0,16,13,7,3,0,3,0,0,2.0,3.4,3.75,2.05,3.4,3.75,10/11,2461,2333
4351,2010-10-16,FC St. Pauli,1. FC Nürnberg,3,2,0,1,0,0,14,14,7.0,6.0,14,18,6,6,2,3,0,0,2.25,3.2,3.4,2.15,3.3,3.2,10/11,2194,2196
4352,2010-10-16,Werder Bremen,SC Freiburg,2,1,0,1,0,0,21,13,6.0,3.0,13,19,11,0,0,0,0,0,1.53,4.33,5.5,1.5,4.0,6.0,10/11,2492,2414
4353,2010-10-16,VfL Wolfsburg,Bayer Leverkusen,2,3,2,1,0,0,9,16,5.0,5.0,14,15,5,7,1,5,0,0,2.3,3.4,3.0,2.35,3.35,2.8,10/11,2471,2555
4354,2010-10-17,TSG 1899 Hoffenheim,Borussia Mönchengladbach,3,2,0,0,1,2,27,12,6.0,6.0,23,19,9,6,1,3,0,2,1.65,3.75,5.25,1.7,3.75,5.25,10/11,2525,2534
4355,2010-10-17,1. FC Kaiserslautern,Eintracht Frankfurt,0,3,2,0,1,2,10,9,3.0,6.0,18,16,4,2,1,3,0,0,2.38,3.25,3.0,2.5,3.4,2.8,10/11,2076,2531
4356,2010-10-22,Hamburger SV,Bayern München,0,0,1,0,0,1,16,11,3.0,1.0,7,13,5,2,1,2,0,0,2.63,3.3,2.63,2.7,3.5,2.55,10/11,2340,2726
4357,2010-10-23,Eintracht Frankfurt,FC Schalke 04,0,0,1,0,0,1,17,5,1.0,2.0,11,19,8,5,2,1,0,0,2.8,3.25,2.5,2.65,3.4,2.45,10/11,2531,2461
4358,2010-10-23,SC Freiburg,1. FC Kaiserslautern,2,1,0,1,1,1,13,17,5.0,2.0,18,15,6,7,2,1,0,0,2.25,3.25,3.2,2.2,3.3,3.1,10/11,2414,2076
4359,2010-10-23,Hannover 96,1. FC Köln,2,1,0,2,0,0,8,9,4.0,2.0,15,18,3,11,1,1,0,0,2.1,3.25,3.5,2.1,3.3,3.3,10/11,2211,2289
4360,2010-10-23,Borussia Mönchengladbach,Werder Bremen,1,4,2,0,2,2,17,14,9.0,7.0,16,19,3,3,2,2,0,0,3.3,3.5,2.1,3.35,3.4,2.05,10/11,2534,2492
4361,2010-10-23,1. FC Nürnberg,VfL Wolfsburg,2,1,0,1,1,1,17,8,4.0,2.0,12,15,4,4,1,3,0,0,2.9,3.3,2.38,3.2,3.3,2.15,10/11,2196,2471
4362,2010-10-24,Borussia Dortmund,TSG 1899 Hoffenheim,1,1,1,0,1,2,17,9,4.0,5.0,8,31,8,3,1,3,0,1,1.75,3.6,4.6,1.75,3.5,4.5,10/11,2610,2525
4363,2010-10-24,Bayer Leverkusen,1. FSV Mainz 05,0,1,2,0,0,1,16,10,2.0,4.0,16,20,9,3,0,1,0,0,1.8,3.75,4.2,1.85,3.45,3.95,10/11,2555,2349
4364,2010-10-24,VfB Stuttgart,FC St. Pauli,2,0,0,1,0,0,15,17,7.0,5.0,16,19,5,4,3,2,0,0,1.67,3.75,5.0,1.7,3.6,4.6,10/11,2333,2194
4365,2010-10-29,Bayern München,SC Freiburg,4,2,0,1,0,0,16,6,5.0,2.0,8,12,4,1,0,3,0,0,1.29,5.0,11.0,1.31,5.25,10.5,10/11,2726,2414
4366,2010-10-30,1. FC Köln,Hamburger SV,3,2,0,2,2,1,8,11,3.0,4.0,21,22,6,3,2,1,0,0,3.7,3.4,2.0,3.3,3.5,2.15,10/11,2289,2340
4367,2010-10-30,1. FC Kaiserslautern,Borussia Mönchengladbach,3,0,0,0,0,1,14,13,5.0,3.0,22,15,9,4,2,1,0,0,2.1,3.4,3.4,2.05,3.4,3.35,10/11,2076,2534
4368,2010-10-30,FC Schalke 04,Bayer Leverkusen,0,1,2,0,0,1,7,11,4.0,3.0,21,10,5,5,1,0,0,0,2.5,3.3,2.75,2.45,3.5,2.8,10/11,2461,2555
4369,2010-10-30,FC St. Pauli,Eintracht Frankfurt,1,3,2,1,1,1,14,8,3.0,4.0,22,18,6,4,2,2,1,0,2.5,3.25,2.8,2.5,3.4,2.6,10/11,2194,2531
4370,2010-10-30,Werder Bremen,1. FC Nürnberg,2,3,2,1,1,1,12,17,6.0,8.0,23,15,4,2,2,2,0,0,1.5,4.33,6.0,1.5,4.0,6.0,10/11,2492,2196
4371,2010-10-30,VfL Wolfsburg,VfB Stuttgart,2,0,0,1,0,0,18,12,9.0,6.0,12,14,7,4,0,2,0,0,2.1,3.4,3.4,2.1,3.5,3.5,10/11,2471,2333
4372,2010-10-31,TSG 1899 Hoffenheim,Hannover 96,4,0,0,1,0,0,18,5,7.0,2.0,10,15,4,2,1,1,0,1,1.62,3.7,5.5,1.6,3.7,5.4,10/11,2525,2211
4373,2010-10-31,1. FSV Mainz 05,Borussia Dortmund,0,2,2,0,1,2,11,17,4.0,8.0,13,25,5,8,1,0,0,0,2.75,3.3,2.5,2.9,3.3,2.45,10/11,2349,2610
4374,2010-11-05,FC Schalke 04,FC St. Pauli,3,0,0,1,0,0,13,6,6.0,0.0,15,11,5,3,1,2,0,0,1.7,3.6,5.0,1.65,3.7,4.9,10/11,2461,2194
4375,2010-11-06,Eintracht Frankfurt,VfL Wolfsburg,3,1,0,2,0,0,15,13,8.0,7.0,18,25,3,4,1,2,0,0,2.38,3.4,2.88,2.4,3.4,2.7,10/11,2531,2471
4376,2010-11-06,SC Freiburg,1. FSV Mainz 05,1,0,0,0,0,1,14,6,4.0,1.0,18,17,3,9,2,1,0,0,2.9,3.3,2.4,2.85,3.3,2.35,10/11,2414,2349
4377,2010-11-06,Hamburger SV,TSG 1899 Hoffenheim,2,1,0,1,1,1,18,13,2.0,6.0,15,27,8,6,1,4,0,0,2.25,3.25,3.2,2.2,3.4,3.0,10/11,2340,2525
4378,2010-11-06,Borussia Mönchengladbach,Bayern München,3,3,1,1,2,2,9,16,4.0,6.0,14,8,2,9,1,0,0,0,5.5,4.0,1.57,5.8,3.8,1.55,10/11,2534,2726
4379,2010-11-06,1. FC Nürnberg,1. FC Köln,3,1,0,2,1,0,20,7,6.0,4.0,8,15,13,7,1,1,0,0,2.0,3.4,3.75,2.0,3.4,3.5,10/11,2196,2289
4380,2010-11-07,Hannover 96,Borussia Dortmund,0,4,2,0,1,2,7,19,2.0,13.0,18,10,2,4,0,2,1,0,4.33,3.6,1.8,4.4,3.55,1.75,10/11,2211,2610
4381,2010-11-07,Bayer Leverkusen,1. FC Kaiserslautern,3,1,0,1,1,1,25,12,7.0,4.0,14,20,6,2,1,3,0,0,1.44,4.5,6.5,1.45,4.6,5.7,10/11,2555,2076
4382,2010-11-07,VfB Stuttgart,Werder Bremen,6,0,0,3,0,0,16,11,12.0,4.0,10,15,5,7,1,0,0,0,2.5,3.3,2.75,2.5,3.45,2.55,10/11,2333,2492
4383,2010-11-12,Borussia Dortmund,Hamburger SV,2,0,0,0,0,1,11,7,4.0,1.0,22,17,4,0,0,1,0,0,1.73,3.75,4.5,1.72,3.6,4.5,10/11,2610,2340
4384,2010-11-13,1. FC Köln,Borussia Mönchengladbach,0,4,2,0,0,1,17,19,3.0,4.0,16,19,6,7,0,2,0,0,2.1,3.5,3.3,2.15,3.45,3.05,10/11,2289,2534
4385,2010-11-13,1. FC Kaiserslautern,VfB Stuttgart,3,3,1,0,2,2,16,12,5.0,7.0,17,18,3,4,3,2,0,0,3.0,3.4,2.3,2.85,3.4,2.3,10/11,2076,2333
4386,2010-11-13,1. FSV Mainz 05,Hannover 96,0,1,2,0,1,2,12,12,2.0,5.0,14,22,3,7,0,1,0,1,1.73,3.5,5.0,1.7,3.5,4.8,10/11,2349,2211
4387,2010-11-13,FC St. Pauli,Bayer Leverkusen,0,1,2,0,0,1,8,23,1.0,8.0,22,16,1,3,3,4,0,0,3.4,3.4,2.1,3.2,3.4,2.1,10/11,2194,2555
4388,2010-11-13,Werder Bremen,Eintracht Frankfurt,0,0,1,0,0,1,18,13,7.0,1.0,14,9,10,3,1,1,0,0,1.91,3.6,3.75,1.9,3.5,3.7,10/11,2492,2531
4389,2010-11-13,VfL Wolfsburg,FC Schalke 04,2,2,1,2,1,0,17,13,4.0,5.0,12,20,7,7,2,3,1,0,2.25,3.5,3.0,2.3,3.45,2.8,10/11,2471,2461
4390,2010-11-14,Bayern München,1. FC Nürnberg,3,0,0,1,0,0,13,12,7.0,2.0,16,9,3,2,1,1,0,0,1.33,5.0,8.5,1.3,5.15,8.5,10/11,2726,2196
4391,2010-11-14,TSG 1899 Hoffenheim,SC Freiburg,0,1,2,0,0,1,12,10,7.0,3.0,16,20,3,6,0,1,0,0,1.62,3.75,5.5,1.55,3.75,5.9,10/11,2525,2414
4392,2010-11-20,Eintracht Frankfurt,TSG 1899 Hoffenheim,0,4,2,0,1,2,8,18,3.0,9.0,12,21,2,6,4,4,0,0,2.25,3.4,3.1,2.25,3.4,2.9,10/11,2531,2525
4393,2010-11-20,SC Freiburg,Borussia Dortmund,1,2,2,1,0,0,9,18,2.0,8.0,8,10,3,6,0,1,0,0,5.5,3.75,1.62,5.25,3.75,1.6,10/11,2414,2610
4394,2010-11-20,Hannover 96,Hamburger SV,3,2,0,1,1,1,14,11,5.0,4.0,18,20,6,4,2,4,0,0,2.88,3.4,2.38,2.8,3.35,2.35,10/11,2211,2340
4395,2010-11-20,Bayer Leverkusen,Bayern München,1,1,1,1,1,1,17,8,8.0,1.0,23,14,4,5,2,2,0,0,3.0,3.4,2.3,2.75,3.4,2.35,10/11,2555,2726
4396,2010-11-20,Borussia Mönchengladbach,1. FSV Mainz 05,2,3,2,0,0,1,8,16,4.0,8.0,20,13,3,4,1,1,0,0,2.4,3.4,2.8,2.35,3.35,2.8,10/11,2534,2349
4397,2010-11-20,1. FC Nürnberg,1. FC Kaiserslautern,1,3,2,0,3,2,18,10,6.0,7.0,12,18,8,4,1,3,0,1,1.95,3.5,3.75,2.0,3.4,3.5,10/11,2196,2076
4398,2010-11-20,FC Schalke 04,Werder Bremen,4,0,0,2,0,0,14,10,8.0,2.0,19,14,8,2,1,1,0,1,2.2,3.4,3.2,2.1,3.4,3.2,10/11,2461,2492
4399,2010-11-21,FC St. Pauli,VfL Wolfsburg,1,1,1,1,0,0,18,3,5.0,2.0,14,27,2,4,0,3,0,0,3.2,3.4,2.2,2.95,3.35,2.25,10/11,2194,2471
4400,2010-11-21,VfB Stuttgart,1. FC Köln,0,1,2,0,0,1,20,18,5.0,8.0,16,15,10,9,4,3,0,0,1.53,4.0,6.0,1.5,4.0,6.0,10/11,2333,2289
4401,2010-11-26,1. FSV Mainz 05,1. FC Nürnberg,3,0,0,1,0,0,10,13,4.0,3.0,17,15,1,4,4,2,0,0,1.85,3.4,4.33,1.91,3.4,4.33,10/11,2349,2196
4402,2010-11-27,Bayern München,Eintracht Frankfurt,4,1,0,1,1,1,25,8,8.0,4.0,11,11,15,7,1,0,0,0,1.36,4.75,8.0,1.44,4.75,7.0,10/11,2726,2531
4403,2010-11-27,Borussia Dortmund,Borussia Mönchengladbach,4,1,0,1,1,1,22,8,8.0,4.0,15,13,7,1,1,1,0,0,1.29,5.5,9.5,1.3,5.15,8.5,10/11,2610,2534
4404,2010-11-27,Hamburger SV,VfB Stuttgart,4,2,0,3,1,0,15,14,8.0,3.0,9,16,6,7,2,3,0,1,2.1,3.3,3.5,2.1,3.5,3.5,10/11,2340,2333
4405,2010-11-27,Hannover 96,SC Freiburg,3,0,0,1,0,0,12,13,8.0,2.0,18,15,7,4,0,1,0,0,2.25,3.2,3.25,2.1,3.3,3.3,10/11,2211,2414
4406,2010-11-27,TSG 1899 Hoffenheim,Bayer Leverkusen,2,2,1,1,2,2,15,7,6.0,2.0,18,19,5,2,1,3,0,0,2.55,3.3,2.7,2.55,3.35,2.55,10/11,2525,2555
4407,2010-11-27,1. FC Kaiserslautern,FC Schalke 04,5,0,0,2,0,0,15,6,8.0,3.0,19,16,8,2,3,2,0,0,3.25,3.3,2.2,3.5,3.6,1.95,10/11,2076,2461
4408,2010-11-28,1. FC Köln,VfL Wolfsburg,1,1,1,0,0,1,13,11,3.0,1.0,10,16,3,2,2,2,0,0,2.8,3.3,2.45,2.85,3.5,2.4,10/11,2289,2471
4409,2010-11-28,Werder Bremen,FC St. Pauli,3,0,0,2,0,0,14,16,8.0,4.0,14,16,5,10,2,0,1,1,1.75,3.75,4.5,1.78,3.7,4.6,10/11,2492,2194
4410,2010-12-03,FC St. Pauli,1. FC Kaiserslautern,1,0,0,0,0,1,16,12,6.0,4.0,11,15,2,3,1,3,0,0,2.4,3.4,2.8,2.45,3.5,2.8,10/11,2194,2076
4411,2010-12-04,Eintracht Frankfurt,1. FSV Mainz 05,2,1,0,1,1,1,15,10,4.0,2.0,21,27,2,5,0,2,0,0,2.2,3.2,3.4,2.15,3.25,3.25,10/11,2531,2349
4412,2010-12-04,SC Freiburg,Hamburger SV,1,0,0,1,0,0,10,12,4.0,6.0,16,15,8,4,1,0,0,0,3.0,3.4,2.3,3.0,3.3,2.25,10/11,2414,2340
4413,2010-12-04,Borussia Mönchengladbach,Hannover 96,1,2,2,1,0,0,15,12,3.0,4.0,11,17,1,3,2,1,1,0,2.25,3.4,3.1,2.2,3.4,3.0,10/11,2534,2211
4414,2010-12-04,FC Schalke 04,Bayern München,2,0,0,0,0,1,12,17,4.0,5.0,13,7,4,9,0,1,0,0,3.4,3.4,2.1,3.5,3.5,2.1,10/11,2461,2726
4415,2010-12-04,VfB Stuttgart,TSG 1899 Hoffenheim,1,1,1,1,1,1,19,11,5.0,7.0,18,19,4,2,3,2,0,1,2.2,3.5,3.1,2.05,3.6,3.2,10/11,2333,2525
4416,2010-12-04,VfL Wolfsburg,Werder Bremen,0,0,1,0,0,1,11,15,4.0,7.0,19,16,2,7,3,1,0,0,2.0,3.6,3.5,2.05,3.5,3.6,10/11,2471,2492
4417,2010-12-05,Bayer Leverkusen,1. FC Köln,3,2,0,1,1,1,11,14,5.0,5.0,9,19,5,0,1,1,0,0,1.4,4.5,8.0,1.4,4.5,7.0,10/11,2555,2289
4418,2010-12-05,1. FC Nürnberg,Borussia Dortmund,0,2,2,0,1,2,7,16,1.0,7.0,13,17,3,6,2,2,0,0,4.5,3.75,1.73,5.0,3.6,1.75,10/11,2196,2610
4419,2010-12-10,Hannover 96,VfB Stuttgart,2,1,0,1,0,0,16,22,8.0,3.0,15,18,5,3,2,3,0,0,2.4,3.4,2.8,2.4,3.5,2.85,10/11,2211,2333
4420,2010-12-11,Bayern München,FC St. Pauli,3,0,0,1,0,0,22,9,10.0,1.0,13,21,13,4,0,1,0,1,1.2,6.5,13.0,1.22,6.75,12.0,10/11,2726,2194
4421,2010-12-11,Borussia Dortmund,Werder Bremen,2,0,0,1,0,0,11,8,5.0,2.0,20,22,3,5,2,5,0,0,1.57,4.2,5.25,1.67,4.0,5.0,10/11,2610,2492
4422,2010-12-11,1. FC Köln,Eintracht Frankfurt,1,0,0,0,0,1,10,14,5.0,3.0,20,14,7,6,5,3,0,0,2.38,3.4,2.88,2.45,3.4,2.65,10/11,2289,2531
4423,2010-12-11,Hamburger SV,Bayer Leverkusen,2,4,2,0,1,2,8,16,3.0,8.0,23,18,3,4,3,3,0,0,2.5,3.3,2.75,2.5,3.5,2.75,10/11,2340,2555
4424,2010-12-11,TSG 1899 Hoffenheim,1. FC Nürnberg,1,1,1,0,0,1,19,11,4.0,4.0,18,23,11,5,1,3,0,0,1.62,3.8,5.5,1.55,3.8,5.8,10/11,2525,2196
4425,2010-12-11,1. FC Kaiserslautern,VfL Wolfsburg,0,0,1,0,0,1,18,5,2.0,0.0,15,16,5,0,1,3,0,0,2.5,3.3,2.75,2.35,3.4,2.75,10/11,2076,2471
4426,2010-12-12,SC Freiburg,Borussia Mönchengladbach,3,0,0,2,0,0,22,14,8.0,6.0,14,14,7,2,1,2,0,0,1.91,3.6,3.8,1.88,3.4,3.9,10/11,2414,2534
4427,2010-12-12,1. FSV Mainz 05,FC Schalke 04,0,1,2,0,1,2,7,10,4.0,2.0,11,20,1,10,3,2,0,0,2.5,3.3,2.75,2.6,3.5,2.65,10/11,2349,2461
4428,2010-12-17,Borussia Mönchengladbach,Hamburger SV,1,2,2,0,0,1,18,15,8.0,9.0,12,11,5,8,1,0,0,0,3.25,3.5,2.1,3.2,3.4,2.1,10/11,2534,2340
4429,2010-12-18,Eintracht Frankfurt,Borussia Dortmund,1,0,0,0,0,1,12,9,4.0,1.0,18,14,3,8,2,2,0,0,4.5,3.75,1.75,4.5,3.5,1.75,10/11,2531,2610
4430,2010-12-18,1. FC Nürnberg,Hannover 96,3,1,0,2,0,0,19,5,9.0,1.0,24,23,6,3,1,4,0,0,2.1,3.4,3.4,2.1,3.4,3.2,10/11,2196,2211
4431,2010-12-18,FC Schalke 04,1. FC Köln,3,0,0,1,0,0,16,6,6.0,1.0,10,13,6,6,0,1,0,0,1.44,4.2,7.5,1.45,4.1,6.75,10/11,2461,2289
4432,2010-12-18,FC St. Pauli,1. FSV Mainz 05,2,4,2,1,3,2,14,20,6.0,7.0,21,18,11,8,2,1,0,0,2.6,3.2,2.75,2.5,3.35,2.6,10/11,2194,2349
4433,2010-12-18,Werder Bremen,1. FC Kaiserslautern,1,2,2,1,1,1,22,17,5.0,7.0,16,15,8,2,2,2,1,1,1.62,4.0,5.0,1.6,3.8,5.2,10/11,2492,2076
4434,2010-12-18,VfL Wolfsburg,TSG 1899 Hoffenheim,2,2,1,0,2,2,13,15,5.0,7.0,22,15,4,3,2,1,0,0,2.1,3.5,3.3,2.1,3.4,3.2,10/11,2471,2525
4435,2010-12-19,Bayer Leverkusen,SC Freiburg,2,2,1,1,1,1,14,8,6.0,4.0,17,15,3,1,3,1,0,0,1.44,4.33,7.0,1.45,4.25,6.5,10/11,2555,2414
4436,2010-12-19,VfB Stuttgart,Bayern München,3,5,2,0,3,2,12,10,7.0,9.0,20,16,3,4,3,1,0,0,4.0,3.6,1.85,3.9,3.5,1.85,10/11,2333,2726
4437,2011-01-14,Bayer Leverkusen,Borussia Dortmund,1,3,2,0,0,1,12,11,3.0,5.0,11,18,6,7,2,1,0,0,2.38,3.4,2.88,2.4,3.5,2.9,10/11,2555,2610
4438,2011-01-15,1. FC Nürnberg,Borussia Mönchengladbach,0,1,2,0,1,2,17,6,4.0,3.0,16,29,6,3,1,3,0,0,2.0,3.5,3.6,2.1,3.4,3.2,10/11,2196,2534
4439,2011-01-15,FC Schalke 04,Hamburger SV,0,1,2,0,0,1,10,9,1.0,3.0,26,12,7,5,3,3,0,0,2.1,3.4,3.4,2.1,3.5,3.5,10/11,2461,2340
4440,2011-01-15,FC St. Pauli,SC Freiburg,2,2,1,1,0,0,11,9,6.0,7.0,15,20,5,3,1,1,0,0,2.3,3.3,3.1,2.35,3.4,2.75,10/11,2194,2414
4441,2011-01-15,VfB Stuttgart,1. FSV Mainz 05,1,0,0,0,0,1,7,16,2.0,4.0,20,14,6,7,1,2,0,0,1.95,3.4,3.8,1.95,3.4,3.6,10/11,2333,2349
4442,2011-01-15,Werder Bremen,TSG 1899 Hoffenheim,2,1,0,1,0,0,12,8,4.0,2.0,24,19,8,4,3,2,0,0,2.0,3.5,3.6,2.05,3.45,3.3,10/11,2492,2525
4443,2011-01-15,VfL Wolfsburg,Bayern München,1,1,1,0,1,2,10,14,4.0,6.0,16,16,5,9,2,2,0,0,5.0,3.6,1.7,4.75,4.0,1.7,10/11,2471,2726
4444,2011-01-16,Eintracht Frankfurt,Hannover 96,0,3,2,0,2,2,12,16,4.0,6.0,13,26,5,5,1,1,0,0,2.0,3.4,3.75,1.95,3.4,3.65,10/11,2531,2211
4445,2011-01-16,1. FC Kaiserslautern,1. FC Köln,1,1,1,0,1,2,15,14,4.0,3.0,18,24,10,4,1,6,1,0,1.91,3.5,4.2,1.95,3.4,3.7,10/11,2076,2289
4446,2011-01-21,Hamburger SV,Eintracht Frankfurt,1,0,0,0,0,1,9,6,4.0,1.0,13,15,6,4,0,0,0,0,1.53,4.0,6.0,1.53,3.95,5.75,10/11,2340,2531
4447,2011-01-22,Bayern München,1. FC Kaiserslautern,5,1,0,1,0,0,19,13,9.0,6.0,8,11,6,5,0,3,0,0,1.22,6.0,12.0,1.2,6.5,10.75,10/11,2726,2076
4448,2011-01-22,Borussia Dortmund,VfB Stuttgart,1,1,1,1,0,0,18,7,7.0,3.0,9,8,8,6,0,2,0,0,1.5,4.33,6.5,1.5,4.0,6.0,10/11,2610,2333
4449,2011-01-22,1. FC Köln,Werder Bremen,3,0,0,2,0,0,11,3,5.0,1.0,11,25,7,3,3,2,0,0,2.9,3.3,2.38,2.85,3.4,2.3,10/11,2289,2492
4450,2011-01-22,SC Freiburg,1. FC Nürnberg,1,1,1,1,0,0,6,11,2.0,2.0,21,13,4,5,0,1,0,0,2.38,3.2,3.0,2.2,3.25,3.15,10/11,2414,2196
4451,2011-01-22,Hannover 96,FC Schalke 04,0,1,2,0,1,2,11,11,4.0,4.0,11,21,4,5,1,2,0,0,2.9,3.3,2.38,2.85,3.3,2.35,10/11,2211,2461
4452,2011-01-22,1. FSV Mainz 05,VfL Wolfsburg,0,1,2,0,0,1,14,8,3.0,2.0,16,23,3,5,1,1,0,0,2.3,3.25,3.1,2.35,3.3,2.85,10/11,2349,2471
4453,2011-01-23,TSG 1899 Hoffenheim,FC St. Pauli,2,2,1,1,0,0,10,14,4.0,5.0,25,16,4,4,1,1,0,0,1.6,3.75,5.75,1.57,3.8,5.5,10/11,2525,2194
4454,2011-01-23,Borussia Mönchengladbach,Bayer Leverkusen,1,3,2,0,2,2,16,8,6.0,4.0,19,15,3,1,1,1,0,0,4.2,3.75,1.8,3.8,3.45,1.9,10/11,2534,2555
4455,2011-01-28,Bayer Leverkusen,Hannover 96,2,0,0,2,0,0,11,9,6.0,3.0,18,12,5,3,0,0,0,0,1.53,4.0,6.0,1.53,3.9,5.8,10/11,2555,2211
4456,2011-01-29,1. FC Kaiserslautern,1. FSV Mainz 05,0,1,2,0,1,2,17,12,6.0,5.0,15,16,6,3,1,0,0,0,2.2,3.3,3.25,2.25,3.2,3.1,10/11,2076,2349
4457,2011-01-29,1. FC Nürnberg,Hamburger SV,2,0,0,0,0,1,17,7,7.0,1.0,18,20,6,3,1,2,0,1,3.3,3.5,2.1,3.25,3.25,2.15,10/11,2196,2340
4458,2011-01-29,FC Schalke 04,TSG 1899 Hoffenheim,0,1,2,0,1,2,10,16,1.0,5.0,19,16,9,4,2,1,0,0,1.73,3.5,5.0,1.75,3.5,4.5,10/11,2461,2525
4459,2011-01-29,FC St. Pauli,1. FC Köln,3,0,0,2,0,0,30,3,10.0,2.0,16,16,11,2,0,4,0,0,2.3,3.3,3.1,2.3,3.4,2.85,10/11,2194,2289
4460,2011-01-29,Werder Bremen,Bayern München,1,3,2,0,0,1,9,17,4.0,6.0,21,18,7,4,2,2,1,0,4.75,4.0,1.67,4.7,3.8,1.65,10/11,2492,2726
4461,2011-01-29,VfL Wolfsburg,Borussia Dortmund,0,3,2,0,2,2,9,17,2.0,8.0,18,12,4,3,2,2,0,0,4.0,3.75,1.83,4.2,3.45,1.8,10/11,2471,2610
4462,2011-01-30,Eintracht Frankfurt,Borussia Mönchengladbach,0,1,2,0,0,1,17,16,2.0,7.0,7,18,4,4,0,2,0,0,2.0,3.5,3.6,1.9,3.5,3.7,10/11,2531,2534
4463,2011-01-30,VfB Stuttgart,SC Freiburg,0,1,2,0,1,2,15,9,4.0,3.0,10,20,9,3,0,2,0,0,1.53,3.8,6.5,1.57,4.0,5.2,10/11,2333,2414
4464,2011-02-04,Borussia Dortmund,FC Schalke 04,0,0,1,0,0,1,21,6,9.0,2.0,13,19,1,2,2,3,0,0,1.62,3.8,5.5,1.62,3.85,4.9,10/11,2610,2461
4465,2011-02-05,1. FC Köln,Bayern München,3,2,0,0,2,2,17,12,6.0,4.0,19,17,5,7,0,2,0,0,7.0,4.33,1.44,6.0,4.2,1.48,10/11,2289,2726
4466,2011-02-05,Hannover 96,VfL Wolfsburg,1,0,0,1,0,0,10,12,4.0,3.0,18,16,4,4,1,3,0,0,2.5,3.3,2.75,2.45,3.4,2.65,10/11,2211,2471
4467,2011-02-05,TSG 1899 Hoffenheim,1. FC Kaiserslautern,3,2,0,2,0,0,17,24,8.0,7.0,17,24,4,7,1,2,1,0,1.8,3.6,4.33,1.78,3.5,4.3,10/11,2525,2076
4468,2011-02-05,1. FSV Mainz 05,Werder Bremen,1,1,1,1,0,0,10,9,5.0,3.0,19,24,6,3,1,4,0,0,2.4,3.4,2.8,2.35,3.4,2.75,10/11,2349,2492
4469,2011-02-05,Borussia Mönchengladbach,VfB Stuttgart,2,3,2,2,0,0,12,9,5.0,3.0,19,14,5,3,1,2,1,0,2.88,3.3,2.4,2.55,3.45,2.5,10/11,2534,2333
4470,2011-02-05,1. FC Nürnberg,Bayer Leverkusen,1,0,0,0,0,1,9,11,3.0,0.0,25,19,3,2,1,3,1,0,3.4,3.4,2.1,3.5,3.4,2.0,10/11,2196,2555
4471,2011-02-06,SC Freiburg,Eintracht Frankfurt,0,0,1,0,0,1,12,12,0.0,3.0,14,21,5,6,0,2,0,0,2.1,3.4,3.4,2.15,3.4,3.1,10/11,2414,2531
4472,2011-02-12,Bayern München,TSG 1899 Hoffenheim,4,0,0,2,0,0,17,14,11.0,4.0,5,17,8,3,0,4,0,0,1.33,5.0,9.0,1.38,4.7,7.0,10/11,2726,2525
4473,2011-02-12,Eintracht Frankfurt,Bayer Leverkusen,0,3,2,0,2,2,12,12,3.0,6.0,25,15,1,6,3,1,0,0,3.75,3.4,2.0,3.2,3.4,2.1,10/11,2531,2555
4474,2011-02-12,1. FC Kaiserslautern,Borussia Dortmund,1,1,1,0,0,1,15,17,3.0,6.0,14,16,6,2,1,0,0,1,5.5,3.8,1.62,5.0,3.8,1.62,10/11,2076,2610
